county,state,population_2024,age_under5,age_under18,age_65andover,race_white,race_black,race_americanindianoralaskanative,race_asian,race_nativehawaiianorpacificislander,race_hispanicorlatino,owneroccupied_units,medianval_ownerunits,pper_household,language_otherenglish,education_hsorhigher (25+),education_bachelorsorhigher (25+),without_insuranceunder65,income_household (2024 dollars),income_percapita (2024 dollars),population_density (square mile 2020)
st. croix county,wisconsin,"97,954",5.6,22.9,17.4,95.2,0.8,0.5,1.3,0,3.3,78.3,377700,2.54,3.3,96.9,39.5,4.4,103046,50302,129.5
sheboygan county,wisconsin,"118,331",5,20.9,20.9,88,2.6,0.6,6.5,0.1,8.2,71.5,232700,2.31,9.6,93.5,27.5,5.7,73094,40078,230.7
shawano county,wisconsin,"41,299",5.4,20.8,23.1,87.1,0.7,8.9,0.7,0.1,3.6,77.5,194000,2.35,3.3,93.5,19.1,6.7,66479,36614,45.8
sawyer county,wisconsin,"18,835",4,17.7,29.8,79.7,0.5,16.3,0.5,0,2.6,76.7,236200,2.04,3.5,93.7,27.4,8,60801,38676,14.4
sauk county,wisconsin,"66,486",5.6,22,21,94.4,1.6,1.8,0.7,0,7.6,72.4,258600,2.33,8.1,92.6,27.3,6.2,79541,41246,79.1
rusk county,wisconsin,"14,168",4.6,19.6,27.4,96.1,1.1,0.8,0.6,0,2.3,77.9,163400,2.2,2.4,92.9,16.9,7.9,59944,33309,15.5
rock county,wisconsin,"165,461",5.5,21.8,18.8,89.5,5.3,0.6,1.4,0.1,10.7,71.2,231600,2.41,8.8,92.6,25.8,5.6,75673,38536,227.9
richland county,wisconsin,"17,123",5.1,20.8,25.8,95.5,1,0.6,1.3,0.1,3.5,73.9,197500,2.32,6.8,92.7,21.2,7.7,66420,36484,29.5
racine county,wisconsin,"198,651",5.5,22.3,19,82.4,11.9,0.8,1.6,0.1,16,71,251400,2.39,9.1,92.5,28.4,6.7,78096,41162,594.4
price county,wisconsin,"14,087",3.5,16.7,30.1,95.1,0.7,0.8,0.8,1,1.9,81.9,162500,2.13,2.1,93.9,17.9,6.7,60546,36099,11.2
portage county,wisconsin,"72,040",4.1,18,19.3,93,1.2,0.6,3.4,0.1,4.6,69.7,243100,2.29,4.8,94.5,34,5.8,76070,40191,87.9
polk county,wisconsin,"45,831",4.6,19.3,24.1,96,0.5,1.2,0.8,0,2.3,81,271900,2.31,2.1,94.1,24.3,6.6,77219,41288,49.2
pierce county,wisconsin,"43,380",4.9,19.8,17.8,94.8,1,0.6,1.4,0,3.1,75,333700,2.53,3.1,96.3,33.5,4.3,92109,45908,73.5
pepin county,wisconsin,"7,555",5.5,21.9,25.7,97.3,0.6,0.4,0.7,0,3,83,214800,2.41,6.1,94.1,23,7.4,75256,39335,31.5
ozaukee county,wisconsin,"93,956",4.9,20.5,22.9,92.9,2.1,0.3,2.9,0,4,72.9,390200,2.38,5.8,97.8,51.2,3.7,96996,59040,392.7
outagamie county,wisconsin,"195,390",5.5,22.4,17.7,89.7,2.1,1.9,4.1,0.1,5.7,71.5,267300,2.42,7.6,95,32.7,5.3,85069,47256,299.1
oneida county,wisconsin,"38,175",3.6,16,30.2,95.6,0.6,1.4,0.8,0,1.8,82.3,238400,2.15,2,96,28.7,5.7,69371,42684,34.0
oconto county,wisconsin,"40,037",4.6,19.2,24.5,95.4,0.6,1.8,0.6,0,2.3,85,231400,2.33,1.9,93.5,18.9,5.9,75049,40358,39.1
monroe county,wisconsin,"46,370",6.4,25.3,19,93.6,1.8,1.5,1,0.1,6.2,72.8,210000,2.48,9,90.8,21.3,8.3,69467,35704,51.4
milwaukee county,wisconsin,"924,740",6.1,23.2,15.4,63,26.9,1.1,5.7,0,17.6,49.9,230700,2.31,18.6,89.5,34.7,7.7,64435,38385,3890.5
menominee county,wisconsin,"4,286",7.9,31.6,17.1,15.7,1,78.5,1.7,0,5,75.5,110200,2.99,7.6,94.8,18.1,3.8,62108,25577,11.9
marquette county,wisconsin,"15,743",4.1,18.3,28.1,95.9,0.8,1,0.9,0,4,81.2,210400,2.23,3.6,92.2,16.2,6.5,65681,36513,34.2
marinette county,wisconsin,"42,343",4.5,18.5,26.3,96.1,0.9,0.9,0.6,0,3.3,81.6,158600,2.16,3.4,93.1,19.8,5.8,63809,36118,29.9
marathon county,wisconsin,"139,091",5.4,22.1,20.2,89.6,1.1,0.7,6.6,0.1,3.9,73.3,219600,2.36,7.6,93.3,28.1,6.3,77884,41413,89.3
manitowoc county,wisconsin,"81,513",4.5,19.6,23.8,92.7,1.4,0.9,3.2,0.1,6.1,77.1,186900,2.28,5.9,92.3,22.6,5.9,69148,38222,138.1
lincoln county,wisconsin,"28,461",4.4,17.5,25.2,95.7,0.7,1,0.7,0,2.7,79.5,192700,2.18,2.4,92.4,19.6,6.2,68164,39326,32.3
langlade county,wisconsin,"19,535",4.6,18.7,27,94.2,1.3,1.8,0.7,0,2.8,76.9,158200,2.16,2.2,91,17,7.6,55878,35017,22.4
lafayette county,wisconsin,"17,306",7.4,25.3,21.2,96.4,0.7,1.1,0.6,0,8.3,80.2,194500,2.49,8.4,91.5,22.6,9.7,76462,37123,26.2
la crosse county,wisconsin,"121,060",4.6,18.7,19.1,90.1,1.9,0.5,5.1,0.1,2.9,62.2,257000,2.25,6.7,96.5,36.5,4.3,73013,41922,267.3
kewaunee county,wisconsin,"20,751",4.9,20.4,23.5,96.1,0.7,1,0.8,0,4.3,86.5,222200,2.45,4.7,94.5,21.9,5.5,82725,41026,60.0
kenosha county,wisconsin,"168,754",5.2,21,17.1,85.9,7.7,0.8,2.2,0.1,15.8,66.7,265500,2.39,13.1,92,31.2,6,81239,42757,622.3
juneau county,wisconsin,"26,590",4.3,18.7,23.1,93.4,2.8,1.6,0.7,0.1,3.2,78.1,177700,2.27,3.4,90.3,16.9,7.1,67270,33746,34.8
jefferson county,wisconsin,"86,245",4.6,18.9,19.8,95.3,1.3,0.6,1.1,0.1,8.8,73.1,274100,2.37,6.3,92.9,28.5,5.5,83750,41881,152.6
jackson county,wisconsin,"21,027",5.1,20.8,21.7,88.5,2.5,6.2,0.6,0.1,4.2,80.1,196100,2.38,4.8,92.1,15.9,7.2,68110,34930,21.4
iron county,wisconsin,"6,235",3.8,15.9,34.5,95.4,0.6,1.7,0.4,0,1.8,88.5,165900,1.96,2.4,95.2,26,5.6,60625,38274,8.1
iowa county,wisconsin,"23,963",5.4,21.1,22.3,95.8,1,0.4,0.9,0,2.6,77.4,265000,2.33,2.3,95.2,28.4,5.1,82182,43164,31.1
green lake county,wisconsin,"19,370",5.3,21.6,25,96,0.9,0.9,0.9,0.1,5.9,74.5,215400,2.28,8.7,91.4,22.8,8.6,68196,39565,54.4
green county,wisconsin,"37,183",4.9,20.8,22.1,96.5,0.8,0.5,0.7,0.1,4.5,75.9,250200,2.32,3.8,93.9,27.7,5.2,82852,43951,63.5
grant county,wisconsin,"52,330",5.5,20.8,19.3,95.9,1.6,0.4,1,0,2.8,69.8,200700,2.41,4.7,93.5,25.6,8.3,66858,34411,45.3
forest county,wisconsin,"9,506",4.9,19,26.5,81.1,0.9,14.5,0.3,0.1,2.4,82,185000,2.29,2.7,90.3,16.1,7.8,61071,33817,9.1
fond du lac county,wisconsin,"104,269",4.9,20.6,20.9,92.4,2.7,0.6,2.3,0.1,7.2,70.7,222800,2.33,6,93.1,22.3,5.2,74275,39105,144.7
florence county,wisconsin,"4,673",3.1,13.5,32.6,95.8,0.6,1.2,0.4,0,1.8,90.9,173200,2.09,0.9,92.4,25,6.8,61086,39539,9.3
eau claire county,wisconsin,"108,830",4.9,19.2,17.9,90.8,1.4,0.7,4.6,0.2,3.4,61,261000,2.3,6.7,95.9,36.8,5.5,74546,42733,165.7
dunn county,wisconsin,"46,135",4.7,18.9,17.9,93.3,0.9,0.7,3.5,0.1,2.6,67,243200,2.43,4.4,94.6,29.6,5.4,74824,37499,53.4
douglas county,wisconsin,"44,276",5,18.8,22,92.4,1.3,1.9,1.1,0.1,2,71.9,205800,2.24,2.2,94.4,28.4,5.7,75099,39586,34.0
door county,wisconsin,"30,512",3.6,15.2,34.2,96,1,0.9,0.6,0,4.5,78.2,342600,2.01,4.3,96.4,37.4,6.7,74795,51577,62.4
dodge county,wisconsin,"88,635",4.4,18.8,20.2,94.1,3.1,0.7,0.8,0.1,7.2,71.3,231900,2.34,5.4,92.7,20.3,5.6,75929,38304,102.1
dane county,wisconsin,"588,347",4.8,19,15.8,82.9,6.1,0.5,7.4,0.1,8.2,57.1,394800,2.21,11.5,96.4,55.3,4.3,89975,53181,469.3
crawford county,wisconsin,"16,008",5,18.8,26.3,95.2,2.3,0.5,0.8,0,2.1,77.2,183400,2.27,3.8,92.8,18.3,6.3,64094,34846,28.2
columbia county,wisconsin,"58,113",5,19.9,20.9,94.5,1.7,0.9,1,0.1,4.6,76.7,283200,2.35,4.5,94,26,5.5,85351,42924,76.4
clark county,wisconsin,"34,801",8,29.1,18.3,96.6,0.8,0.9,0.5,0.1,7,78.5,172800,2.67,18.3,82.9,13,18.8,67400,32627,28.7
chippewa county,wisconsin,"67,323",5.1,20.7,20.8,94.5,1.7,0.7,1.5,0.1,2.1,74.2,257900,2.36,3.7,93.7,24.2,6,74680,38156,65.7
calumet county,wisconsin,"53,602",4.6,21.1,18.7,93,1.3,0.8,3.1,0.1,5.9,80.1,274200,2.47,6,95.1,33,4.2,88810,44798,164.8
burnett county,wisconsin,"17,187",3,14.9,34.3,91.9,0.8,4.2,0.5,0.1,2.1,85.9,231300,2.34,2,93.6,22.4,7.1,62819,39111,20.1
buffalo county,wisconsin,"13,464",4.7,19.6,25.5,96.9,0.7,0.5,0.5,0,3.2,77.5,213300,2.32,2.8,92.7,22.1,6.3,70479,38280,19.7
brown county,wisconsin,"273,909",5.6,22.3,17.3,86.2,3.4,3.5,4,0.1,10.8,66,266000,2.38,10.2,93.6,33.5,6.2,79649,42366,507.0
bayfield county,wisconsin,"16,838",3.8,16.1,33.5,86.2,0.7,9.6,0.5,0,2.4,83.9,240800,2.21,3.1,96,35,6.6,71151,41199,11.0
barron county,wisconsin,"46,810",5,20.6,24.7,94.6,1.7,1.4,0.8,0,3.7,77.4,216600,2.31,4,91.7,23.2,7.2,65933,37913,54.1
ashland county,wisconsin,"16,196",5.3,20.4,22.9,83.7,0.7,10.9,1,0.1,3.2,73.4,170300,2.27,3.5,95.5,24.5,6,62462,33580,15.3
adams county,wisconsin,"21,352",2.8,12.7,34.1,93,3.2,1.3,0.7,0.1,4.6,86.2,200800,2.14,4.2,89.4,17.5,7,59442,35863,32.0
wyoming county,west virginia,"19,964",5.1,20.2,24.2,97.5,0.9,0.2,0.2,0,1,82.5,82900,2.54,0.9,77.9,13.1,9.8,48440,24030,42.8
wood county,west virginia,"82,757",4.9,20.4,22.6,95.5,1.4,0.2,0.7,0,1.6,75.1,158500,2.3,1.1,91.2,24.1,7.9,57810,34707,230.0
wirt county,west virginia,"4,924",5.4,21,24.3,96.5,0.7,0.3,0.4,0,0.4,87.8,115800,2.48,1.4,89.9,15.5,7.5,49867,26269,22.3
wetzel county,west virginia,"13,766",5.5,20.7,23.9,97.3,0.6,0.2,0.4,0,1.8,83.2,107900,2.28,0.7,91.1,17.1,6.3,56836,31337,40.3
webster county,west virginia,"7,947",4.1,19.2,26.7,97.8,0.4,0.1,0.2,0,0.9,77.3,76100,2.79,0.4,81.6,12.9,7.7,43839,24990,15.1
wayne county,west virginia,"37,589",5.1,20.1,23.5,97.1,0.8,0.4,0.4,0,1,78.6,127100,2.41,1.3,87.5,19.2,8.1,58878,32910,77.0
upshur county,west virginia,"23,650",4.7,20,22.8,96.6,1.1,0.4,0.6,0,1.6,80.7,170800,2.34,1.5,88.5,18.2,7.9,54338,30013,67.2
tyler county,west virginia,"7,843",4.9,20,25.3,97,0.6,0.4,0.8,0,1.1,84.1,121300,2.42,1,90.5,15.9,6.6,63693,35594,32.4
tucker county,west virginia,"6,573",3.8,14.3,29.5,97.5,0.6,0.2,0.3,0,1,80.9,154800,2.29,1.8,90.6,23.6,8.2,53358,34950,16.1
taylor county,west virginia,"16,438",4.5,19.3,22.3,96.3,1.3,0.4,0.5,0,1.1,83.9,148800,2.44,0.6,87.9,20.5,8.5,57795,32176,96.7
summers county,west virginia,"11,544",3.6,15.5,28.5,92.4,4.8,0.5,0.4,0,2.1,81.2,140100,2.32,3.5,83.2,18.8,9.3,40699,25658,33.2
roane county,west virginia,"13,540",4.2,19.2,25,97.2,0.5,0.4,0.3,0,1.3,78.9,122100,2.4,1.1,84.5,15.2,10.3,45778,27304,29.0
ritchie county,west virginia,"8,170",5.3,19.6,24.4,97,0.6,0.3,0.5,0,1.2,84.2,115900,2.43,3.4,85.3,14.4,8.5,50582,27681,18.7
randolph county,west virginia,"27,190",4.7,18.1,23.3,95.6,2.3,0.3,0.5,0,1.2,75,144800,2.37,1.1,88.3,19.8,8.1,52757,29069,26.9
raleigh county,west virginia,"72,379",4.7,20.6,22.8,88.6,8.1,0.3,0.7,0,2,75.3,150900,2.41,2.7,85.9,22.5,7.8,52150,28797,123.2
putnam county,west virginia,"57,067",4.7,20.8,21,95.5,1.5,0.3,1,0,1.6,81.8,223300,2.45,1.5,94,29.1,6.2,79527,41822,166.2
preston county,west virginia,"34,055",4.4,17.9,21.3,96.3,1.9,0.3,0.4,0,1.9,81.5,162800,2.37,2,86.2,17.5,8.6,61880,29033,52.7
pocahontas county,west virginia,"7,653",4.6,17.9,29.3,95.7,1.9,0.3,0.3,0,1.8,83.6,152400,2.34,0.7,85.7,19.7,9.6,42119,24646,8.4
pleasants county,west virginia,"7,358",4.3,18.4,20.2,95.8,2,0.4,0.4,0,1.3,81.4,151000,2.57,0.5,89.4,14.1,6.7,60932,39036,58.8
pendleton county,west virginia,"5,944",4.5,18.5,30.4,94.5,2.6,0.4,0.4,0.1,1.3,84.9,183800,2.54,1.2,89.2,18.5,8.7,64931,33377,8.8
ohio county,west virginia,"41,090",4.4,19.1,23.9,92.3,3.9,0.3,0.8,0,1.9,66.4,166000,2.15,3.7,92.7,33.9,7,57094,38134,400.9
nicholas county,west virginia,"24,017",4.5,19.9,25,97,0.7,0.4,0.5,0,1,82.2,121600,2.55,0.8,90.3,23.3,8.4,54639,32265,38.0
morgan county,west virginia,"17,780",4,16.5,26.1,95.2,1.4,0.4,0.6,0,2,84.1,240600,2.35,1.8,89,18,8.2,72179,36317,74.5
monroe county,west virginia,"12,462",5.7,19.9,26.2,95.6,1.5,0.4,0.2,0,1.2,86.9,156300,2.67,0.2,87.6,15.4,9.1,56750,27995,26.2
monongalia county,west virginia,"108,697",4.4,15.9,14.3,89.4,3.9,0.2,3.9,0.1,3.3,57.9,267700,2.26,6.6,94.6,48.9,6.2,65346,42045,293.9
mingo county,west virginia,"21,712",5.8,22.3,22.2,96.2,1.9,0.2,0.3,0,1.1,73.4,90500,2.41,0.7,79,9.5,9.9,38119,23977,55.7
mineral county,west virginia,"26,778",5.1,20,23.4,94.2,2.8,0.3,0.5,0,1.4,81,180400,2.36,1.6,94.2,23.7,5.8,69375,38731,82.2
mercer county,west virginia,"57,524",5,21,23.5,90.5,6.3,0.3,0.6,0,1.4,72.9,121700,2.36,1.9,88.6,22.9,7.5,53210,30362,142.4
mcdowell county,west virginia,"17,147",4.2,18.3,22.9,88.5,9.6,0.3,0.2,0,2.7,77.3,50000,2.44,2.4,75.5,6.8,9.6,31559,17253,35.8
mason county,west virginia,"24,770",5.3,20.3,23.7,96.5,1.2,0.2,0.5,0,0.9,81.8,120300,2.39,0.6,87.2,16.3,7.5,49761,29428,59.1
marshall county,west virginia,"29,354",4.6,18.5,25.2,96.5,1.1,0.3,0.6,0,1.2,78.4,149800,2.33,2,92.5,20.5,5.9,59169,34200,100.2
marion county,west virginia,"55,649",4.9,19.6,20.6,93.4,3.3,0.3,0.7,0,1.8,76.7,166700,2.33,1.7,92.8,27.2,6.4,67370,34952,182.0
logan county,west virginia,"30,560",5.2,20.9,23.3,96.7,1.8,0.2,0.3,0,0.9,77,103400,2.4,0.5,83.8,14.7,8.9,49723,30056,71.8
lincoln county,west virginia,"19,377",4.8,21.5,22.2,97.6,0.6,0.2,0.4,0,0.9,74.5,105300,2.58,0.6,82,8.1,8.3,46205,25319,46.8
lewis county,west virginia,"16,477",5.3,21.4,21.7,97.1,0.9,0.2,0.5,0,1.6,72.2,151800,2.37,0.7,88.5,18.9,7.1,56477,34362,44.0
kanawha county,west virginia,"173,906",4.7,19.3,23,88.3,7.3,0.2,1.2,0,1.8,71.1,147300,2.27,2.3,91.4,29.7,6.7,60943,37354,200.5
jefferson county,west virginia,"61,264",4.9,20.4,18.1,87.1,6.6,0.5,2.2,0.1,8.6,80.3,350800,2.55,6.9,90.1,33.9,6.7,98806,46514,275.7
jackson county,west virginia,"27,718",5.7,21.4,21.7,97.1,0.8,0.3,0.5,0.1,1.3,78.6,157200,2.39,2.2,89.6,19.6,7.2,58845,34967,59.8
harrison county,west virginia,"64,472",5.1,20.8,21.3,94.9,2,0.3,0.9,0,2.4,73.6,166200,2.43,2.1,89.8,27.2,8.1,60377,35791,158.5
hardy county,west virginia,"14,335",5,19.5,24.2,92.8,3.9,0.4,1,0.1,5.1,77.3,166300,2.38,4.2,84.9,15.7,8.8,49272,29801,24.6
hancock county,west virginia,"28,054",4.1,17.7,25.6,94.1,2.8,0.4,0.6,0,2,74.5,130800,2.19,1.4,90.9,19.9,6.7,61466,37064,352.2
hampshire county,west virginia,"23,793",4.9,17.8,25.7,96.3,1.4,0.3,0.4,0.1,2,82.7,219200,2.65,1.4,88.5,18.3,8.6,63116,34465,36.1
greenbrier county,west virginia,"31,851",4.5,19.1,25.7,94.1,2.6,0.5,0.8,0,2.1,73.1,149000,2.15,3.4,87.3,22.2,7.8,48218,31258,32.3
grant county,west virginia,"10,971",5.2,19.4,26,96.4,1.8,0.2,0.3,0,1.2,81.1,175100,2.47,1.1,89.6,14,8.4,62361,30795,23.0
gilmer county,west virginia,"7,116",3.5,14.6,18.1,82,14.1,1,0.8,0.1,4.4,75.6,83800,2.28,4.9,85.3,18.5,8.4,47981,20425,21.9
fayette county,west virginia,"38,600",4.8,20.3,23.8,93.3,4,0.3,0.3,0,1.5,77.7,105800,2.4,0.4,86.9,15.8,8.3,53194,28113,61.2
doddridge county,west virginia,"7,615",3.7,14.2,23.7,94,3.2,0.5,0.5,0,1,88.8,160800,2.6,2.1,84.5,13.9,8,57401,30062,24.4
clay county,west virginia,"7,689",5,21.7,23.7,97.3,0.6,0.4,0.2,0,0.9,76,109100,2.62,0,84.9,11.3,7.5,42318,24781,23.5
calhoun county,west virginia,"5,873",4.6,18.1,27.1,97.2,0.6,0.5,0.3,0.1,1.1,87.1,100500,2.39,0.5,82.9,10.1,7.7,43980,31472,22.3
cabell county,west virginia,"91,489",4.8,19.5,20.4,90.6,5,0.2,1.4,0,1.9,64.2,164400,2.24,3,90.6,32.6,7.6,55832,34510,335.7
brooke county,west virginia,"21,285",3.7,16.7,26.5,95.2,1.8,0.2,0.8,0,1.5,74.6,141500,2.16,1.6,93.8,23.4,6.5,54316,34184,252.9
braxton county,west virginia,"12,051",4.2,18.2,25.5,96.6,0.9,0.6,0.4,0,0.8,76.8,117900,2.46,0.3,84.5,14.4,8.7,50331,25639,24.4
boone county,west virginia,"20,496",4.8,20.4,23.4,97.7,0.8,0.2,0.2,0,0.8,81.3,93100,2.64,1,86.6,11.5,6.9,57093,28780,43.5
berkeley county,west virginia,"136,287",6.2,22.9,15.9,85.3,8.8,0.4,1.5,0.1,7.1,76,266300,2.52,5.8,90.9,25.1,6.9,80815,38914,380.1
barbour county,west virginia,"15,369",5.1,19.8,21.6,95.3,1.3,0.8,0.3,0,1.5,78.3,131900,2.41,1.9,88.5,12.5,8.5,51394,28037,45.3
adams county,washington,21039,8.2,33.8,12.3,86.5,2.5,6.7,2,0.3,65.7,69.1,251300,3.2,51.4,69.9,15.4,13.7,65042,25934,10.7
asotin county,washington,22523,5,19.3,26.6,91.8,1.3,2,1.2,0.5,4.9,73.6,286200,2.4,3.3,92,24.3,7.1,69107,38991,35.0
benton county,washington,218190,6,25.4,16.5,88.8,2,1.7,3.6,0.3,27.4,68.5,369400,2.7,21.3,89.9,33,8.3,87316,41588,121.7
chelan county,washington,81228,5.3,22.4,21.8,92.7,1,2.2,1.5,0.3,30.4,63.3,454900,2.5,25.9,85.8,30.2,11.8,78306,42092,27.1
clallam county,washington,77958,3.6,15.5,33.5,86,1.2,5.8,2.1,0.2,7.3,72.8,385600,2.2,5.7,93,30.7,8.4,67999,40133,44.4
clark county,washington,527269,5.4,21.9,17.5,83.2,2.8,1.4,6.3,1.2,12.9,66.2,487900,2.6,16.4,92.8,33,8.4,94948,46391,800.8
columbia county,washington,4025,4.4,18,30,89.6,1.1,2,1.7,2,8.4,77.9,256100,2.1,7.4,88.9,27.2,7.8,71528,42143,4.5
cowlitz county,washington,113982,5.6,22.1,20.5,89.6,1.3,2.3,1.9,0.6,11.1,66.2,367400,2.5,7.8,89.9,17,8.1,72932,36520,97.0
douglas county,washington,45795,5.9,23.3,19,91.2,1.1,2.5,1.6,0.4,37.4,68.4,402900,2.7,29.2,82.5,21.9,12.8,80374,40039,23.6
ferry county,washington,7543,4.1,17.1,31,76.1,0.9,15.7,1.3,0.3,4.5,75.6,274500,2.3,3.5,92.1,18.3,9,54650,33322,3.3
franklin county,washington,101238,7.4,29.7,10.8,88.9,2.9,2,2.7,0.5,56.3,70.1,345700,3.3,50.1,76.6,20.4,13,82755,32752,77.9
garfield county,washington,2404,5.8,21.1,27,91.6,0.2,1.3,3.7,0,6.2,76.9,214200,2.2,3.4,92.9,26.8,7.6,62411,34685,3.2
grant county,washington,104717,6.8,27.2,15,89.8,2.2,3.1,1.6,0.4,45.1,65.6,275700,2.8,35.6,81.4,18.2,13.7,71115,32241,37.0
grays harbor county,washington,77893,4.6,19.4,24.5,85.8,1.6,5.7,1.8,0.4,12,72.6,279500,2.5,9.4,90.3,17.6,10.8,63539,33763,39.8
island county,washington,86478,4.5,16.9,28.3,83.8,3.3,1.2,5.8,0.5,9.3,74.6,535300,2.4,9.1,95.9,35.7,6.7,88358,46226,416.6
jefferson county,washington,33944,2.4,10.8,42.6,90.7,1.2,2,2.2,0.3,4.8,79.7,495100,2,7.3,96.1,43.3,6.8,71143,49853,18.3
king county,washington,2340211,5,18.9,14.6,61.3,7.5,1.1,23.5,0.9,11.4,56.1,811200,2.4,30.1,93.8,55.9,5.8,122148,71062,1073.0
kitsap county,washington,281420,5.1,19.2,20.7,80.9,3.2,1.8,6,1.1,10.1,70.1,505700,2.5,8.8,95.3,36.5,6,98546,50367,697.6
kittitas county,washington,48172,4.2,16.7,19,91,1.2,1.3,2.3,0.3,10.9,62.3,459900,2.2,7.4,93.1,35.3,7.7,69928,41356,19.3
klickitat county,washington,24124,4.2,17.7,26,92.2,0.8,2.7,1.1,0.3,14.2,75.5,388700,2.3,13.2,89.9,31.2,10.2,70400,42193,12.1
lewis county,washington,87049,5.5,21.6,22,90.9,1.2,2.1,1.4,0.3,12.2,74.2,341500,2.6,8.8,90.4,20.2,9.1,69690,33972,34.2
lincoln county,washington,11862,4.9,21.1,27.1,92.6,0.9,2.3,0.9,0.2,4.5,78.5,272300,2.4,4,92.4,23.7,7,71227,38719,4.7
mason county,washington,69632,5.1,19.3,25.2,86,1.7,4.8,2,0.6,14.1,81.1,377400,2.6,10,91.1,22,9.8,78359,38685,68.5
okanogan county,washington,44942,5.2,21.1,23.8,80.6,1.9,12.6,1.3,0.3,23,71.7,284200,2.4,18,85.7,24,15.7,60293,31905,8.0
pacific county,washington,24245,3.5,14.2,35.3,89.5,1.2,3,2.2,0.2,10.5,81.2,274000,2.2,9.2,90.9,23.4,9.3,62350,40128,25.0
pend oreille county,washington,14332,4.2,19.6,27.9,90,0.8,3.9,1.2,0.2,4.4,77.2,307800,2.4,1.9,94.3,20.3,7.7,63750,35660,9.6
pierce county,washington,941170,5.9,22.5,15.5,71.1,8.5,1.9,8.1,2.1,13.5,64.8,484400,2.6,15.8,92.5,30.1,7.1,96632,45885,552.2
san juan county,washington,18668,2.9,12.2,38,93.1,1.1,1.1,1.7,0.2,8,77.8,726500,2,6.6,95.5,53.4,9.4,83682,63173,102.3
skagit county,washington,132736,5.2,20.4,23.6,89.1,1.3,2.9,2.8,0.4,20.3,70.6,486200,2.5,16.2,90.8,29.1,9.1,85474,43158,74.9
skamania county,washington,12660,3.8,16.3,26.4,90.9,1.2,2,1.5,0.3,6.9,80.6,472600,2.5,6.4,93.2,28.2,7.2,90085,44514,7.3
snohomish county,washington,864113,5.9,21.6,15.5,71.3,4.6,1.7,16.3,0.7,12.7,68.4,644600,2.6,23.7,93.1,36.8,7.1,107982,51836,396.8
spokane county,washington,555947,5.3,21.1,18.2,87.4,2.3,1.9,2.7,0.9,7.5,63.9,370500,2.5,7.5,94.5,32.1,6.6,73513,39879,305.7
stevens county,washington,49015,4.7,20.5,26.5,89.1,0.7,5.5,0.9,0.2,4.6,79.2,308000,2.5,3.7,92,21.8,8.5,67405,35577,18.7
thurston county,washington,302912,5,20.3,19.6,79,4.3,1.9,7,1.2,11.3,67.8,451500,2.5,12.3,94.5,37.2,6.1,93985,44646,408.0
wahkiakum county,washington,4800,3.2,15.7,35.3,90.5,0.8,1.9,1.8,0.5,5.5,84.8,344500,2.2,5,92.8,22.3,10.2,57091,32879,16.8
walla walla county,washington,62068,4.7,20.1,20.6,90.7,2.1,1.5,2.1,0.4,24.9,65.9,375600,2.5,18.6,89.2,30.1,9.1,72212,37562,49.3
whatcom county,washington,234954,4.3,17.7,19.6,85,1.4,3.3,5.5,0.3,11.2,63.5,536100,2.4,12.7,93.8,38.1,7.2,80989,43463,107.6
whitman county,washington,48399,4.1,15.6,12.2,82.5,2.6,1.1,8.6,0.4,8.1,46.6,323300,2.3,11.3,96.1,50.2,7.7,52893,31884,22.2
yakima county,washington,258523,6.8,28.2,14.9,86,1.8,7.1,1.7,0.3,54,62.4,281100,2.9,42.6,76.3,18.9,14.4,68015,29309,59.8
york county,virginia,"71,410",4.8,22.4,18.9,73.2,14.8,0.6,6.8,0.2,8.3,71.6,433200,2.58,10.8,95.2,50,5,109956,52374,669.0
wythe county,virginia,"28,100",5,19.3,23.1,94.5,2.8,0.2,0.7,0,1.8,77,171200,2.23,2.5,90.2,19.4,7.5,57745,34875,61.2
wise county,virginia,"34,973",4.8,19.3,20.5,91.7,6.1,0.2,0.6,0,1.7,74.2,118600,2.33,1.9,81.1,15.8,8.6,52943,25953,89.6
winchester city,virginia,"27,800",5.9,22.5,16.7,62.3,7.9,0.4,2.2,0,21,43.6,343000,2.33,19.6,87.5,31.3,14.6,63974,36588,3058.8
williamsburg city,virginia,"16,030",2.5,10.5,17.5,68.1,14.4,0.5,6.8,0,8.3,53.2,428100,2.19,14.8,93.5,45.8,7.2,75604,37442,1725.8
westmoreland county,virginia,"19,235",4.6,17.7,28.2,69.6,24.6,0.9,1,0.2,7.1,80.1,269600,2.3,7.1,87.8,22.5,10.6,63398,39344,80.6
waynesboro city,virginia,"23,498",6.5,22.4,17.9,74,11.9,0.1,1.9,0,9.7,59.9,245500,2.3,9.8,89.1,25.7,12.4,59994,32636,1482.7
washington county,virginia,"54,098",4.3,17.5,25.5,96.1,1.6,0.3,0.7,0,2.1,75.8,214000,2.38,3.2,90.4,26.7,7.6,64552,38757,96.1
warren county,virginia,"42,461",5.8,21.6,17.9,88.6,5.5,0.9,1.6,0.1,8.7,75.9,348400,2.65,6.9,89.2,25,8.8,84682,40091,189.8
virginia beach city,virginia,"454,808",5.8,21.9,15.9,60.8,18.8,0.2,7.2,0.2,9.1,65.1,382500,2.49,12.2,94.7,40.9,7.5,92968,48736,1877.5
